Mês Ano,Área de atuação (Função),Subfunção,Valor Empenhado,Valor Liquidado,Valor Pago,Valor Restos a Pagar Pagos
fev.-22,27 - Desporto e lazer,811 - Desporto de rendimento,"7.165.914,69","674.266,37","165.685,93","10.348.488,48"
fev.-22,25 - Energia,125 - Normatização e fiscalização,"8.946.900,55","6.668.295,31","4.997.752,38","1.646.041,69"
fev.-22,28 - Encargos especiais,844 - Serviço da dívida externa,"1.375.481.884,93","1.375.481.884,93","1.375.481.884,93",0
fev.-22,07 - Relações exteriores,128 - Formação de recursos humanos,"120.000,00","86.057,91","93.615,51","32.997,43"
fev.-22,12 - Educação,847 - Transferências para a educação básica,"2.951.124.399,00","1.693.670.947,95","1.693.670.947,95","232.472,53"
fev.-22,10 - Saúde,126 - Tecnologia da informação,"14.019.716,84","2.343.279,37","2.060.659,09","26.511.133,59"
fev.-22,24 - Comunicações,122 - Administração geral,"45.520.249,53","74.378.926,70","73.819.644,91","7.588.753,99"
fev.-22,08 - Assistência social,125 - Normatização e fiscalização,"5.813.588,19","131.168,87","107.654,07","25.276,17"
fev.-22,05 - Defesa nacional,572 - Desenvolvimento tecnológico e engenharia,"76.263.696,71","1.252.333,40","960.023,49","7.077.258,24"
fev.-22,10 - Saúde,305 - Vigilância epidemiológica ,"1.241.508.151,07","1.203.654.230,51","1.232.588.192,76","1.352.993.146,35"
fev.-22,04 - Administração,128 - Formação de recursos humanos,"277.605,96","13.130,17","15.170,39","160.404,14"
fev.-22,22 - Indústria,544 - Recursos hídricos,"184.989,53","114.801,09","83.317,41","346.726,18"
fev.-22,19 - Ciência e Tecnologia,662 - Produção industrial,"14.231.798,55","1.349.208,78","1.280.491,45","8.087.625,65"
fev.-22,11 - Trabalho,125 - Normatização e fiscalização,"475.711,44","410.483,15","335.364,59","218.837,07"
fev.-22,10 - Saúde,511 - Saneamento básico rural,"4.882.205,41","756.578,58","718.123,89","15.170.538,43"
fev.-22,05 - Defesa nacional,482 - Habitação urbana,"18.237.846,49","4.947.060,50","4.935.598,57","13.201.826,93"
fev.-22,25 - Energia,301 - Atenção básica,"2.281,92","2.141.336,61","2.054.377,45","100.606,98"
fev.-22,04 - Administração,662 - Produção industrial,"201.064,11","359.317,88","357.861,96","2.365.637,98"
fev.-22,02 - Judiciária,061 - Ação judiciária,"25.000,00","25.000,00","25.000,00","420.737,71"
fev.-22,14 - Direitos da cidadania,"422 - Direitos individuais, coletivos e difusos","16.279.229,10","3.844.189,35","3.809.351,10","11.032.134,21"
fev.-22,12 - Educação,367 - Educação especial,"2.793.739,31","744.454,61","674.799,48","1.207.824,69"
fev.-22,15 - Urbanismo,244 - Assistência comunitária,0,0,0,"64.831.082,08"
fev.-22,17 - Saneamento,512 - Saneamento básico urbano,"103.116.329,53","84.564.537,06","84.564.537,06","1.066.965,73"
fev.-22,22 - Indústria,127 - Ordenamento territorial,"216.249,45","92.996,92","85.274,66","1.045.869,82"
fev.-22,24 - Comunicações,125 - Normatização e fiscalização,"1.174.283,30","602.436,75","604.716,99","3.197.912,15"
fev.-22,19 - Ciência e Tecnologia,571 - Desenvolvimento científico,"23.904.884,75","21.530.756,22","53.485.625,41","175.685.138,95"
fev.-22,19 - Ciência e Tecnologia,128 - Formação de recursos humanos,"309.886,80","285.528,64","303.190,49","16.424,00"
fev.-22,10 - Saúde,128 - Formação de recursos humanos,"126.343.611,44","118.323.923,11","116.192.731,71","16.135.089,30"
fev.-22,19 - Ciência e Tecnologia,122 - Administração geral,"35.701.497,39","125.244.022,62","128.584.235,30","21.415.924,16"
fev.-22,22 - Indústria,122 - Administração geral,"66.561.805,92","92.710.064,78","78.240.042,92","11.845.726,29"
fev.-22,14 - Direitos da cidadania,122 - Administração geral,"23.860.993,19","22.887.879,46","20.203.542,87","8.970.864,30"
fev.-22,13 - Cultura,392 - Difusão cultural,"18.236.341,79","4.029.464,22","3.672.154,85","4.325.919,53"
fev.-22,13 - Cultura,"391 - Patrimônio histórico, artístico e arqueológico","13.223,40","5.190,64","5.190,64","1.208.679,78"
fev.-22,25 - Energia,122 - Administração geral,"-441.937,13","50.119.682,71","49.254.055,19","8.106.182,47"
fev.-22,12 - Educação,573 - Difusão do conhecimento científico e tecnológico,"17.808.017,97","15.823.380,09","15.823.380,09","5.389.275,99"
fev.-22,05 - Defesa nacional,212 - Cooperação internacional,"1.644.829,60","135.149,92","130.629,20","1.090.942,73"
fev.-22,14 - Direitos da cidadania,423 - Assistência aos povos indígenas,"1.362.246,82","266.508,47","216.133,70","3.535.764,96"
fev.-22,14 - Direitos da cidadania,125 - Normatização e fiscalização,"1.999.491,18","234.545,22","202.715,42","846.591,89"
fev.-22,03 - Essencial à justiça,092 - Representação judicial e extrajudicial,"26.596.933,66","15.843.721,91","15.564.542,19","15.773.270,89"
fev.-22,04 - Administração,126 - Tecnologia da informação,"7.748.381,59","11.682.402,42","11.681.133,42","12.863.388,71"
fev.-22,20 - Agricultura,608 - Promoção da produção agropecuária,"59.471.573,51","217.269.564,49","216.983.917,73","132.604.805,99"
fev.-22,25 - Energia,572 - Desenvolvimento tecnológico e engenharia,"5.552.332,64","2.110.193,16","1.571.311,07","285.490,04"
fev.-22,19 - Ciência e Tecnologia,541 - Preservação e conservação ambiental,0,0,0,"172.443,73"
fev.-22,21 - Organização agrária,122 - Administração geral,"11.073.878,63","34.223.571,93","24.741.226,22","335.079,52"
fev.-22,04 - Administração,183 - Informação e inteligência,"8.515.555,82","2.222.564,99","2.357.392,98","3.195.027,26"
fev.-22,21 - Organização agrária,631 - Reforma agrária,"130.729,32","45.610,67","14.719,00","2.780.460,46"
fev.-22,09 - Previdência social,271 - Previdência básica,"2.004.742.435,53","59.305.598.607,07","58.329.110.816,76","219.600.112,00"
fev.-22,07 - Relações exteriores,301 - Atenção básica,"54.176.589,18","49.249.580,77","49.254.206,84",0
fev.-22,26 - Transporte,783 - Transporte ferroviário,"115.299.611,79","168.370,36","107.531,37","18.630.658,92"
fev.-22,07 - Relações exteriores,331 - Proteção e benefícios ao trabalhador,"3.884.948,48","3.213.775,48","3.213.775,48",0
fev.-22,12 - Educação,368 - Educação básica,"149.117.472,16","57.676.737,96","64.186.668,57","258.043.952,81"
fev.-22,20 - Agricultura,605 - Abastecimento,"822.937.131,78","346.278.994,93","346.207.168,21","47.602.738,24"
fev.-22,23 - Comércio e serviços,693 - Comércio exterior,"-498.422.000,00","214.308.170,65","214.308.170,65","2.363.361,45"
fev.-22,22 - Indústria,125 - Normatização e fiscalização,"25.822.361,74","23.566.345,75","10.256.643,45","765.890,05"
fev.-22,05 - Defesa nacional,151 - Defesa aérea,"213.314.681,53","99.113.170,44","92.230.725,21","149.632.820,46"
fev.-22,21 - Organização agrária,363 - Ensino profissional,0,0,0,"619.185,79"
fev.-22,15 - Urbanismo,453 - Transportes coletivos urbanos,"25.130.124,92","16.737.716,75","10.660.230,88","21.600.447,05"
fev.-22,26 - Transporte,782 - Transporte rodoviário,"178.295.145,30","31.335.807,31","31.144.867,09","432.958.909,91"
fev.-22,06 - Segurança pública,421 - Custódia e reintegração social,"21.098.417,73","2.593.194,45","2.619.020,24","12.637.779,47"
fev.-22,07 - Relações exteriores,392 - Difusão cultural,"3.540.515,28","3.009.107,50","2.965.512,75","399.127,96"
fev.-22,20 - Agricultura,573 - Difusão do conhecimento científico e tecnológico,"1.204.422,18","377.021,48","134.476,13","1.464.736,41"
fev.-22,05 - Defesa nacional,722 - Telecomunicações,"166.677,00","16.409,64","16.409,64","1.910.669,78"
fev.-22,07 - Relações exteriores,122 - Administração geral,"135.003.227,10","132.990.055,63","130.814.381,68","9.139.642,39"
fev.-22,26 - Transporte,122 - Administração geral,"106.354.651,44","114.812.058,63","107.140.954,41","33.371.514,01"
fev.-22,05 - Defesa nacional,368 - Educação básica,"680.257,49","223.448,87","157.087,52","533.373,03"
fev.-22,04 - Administração,125 - Normatização e fiscalização,"25.379.357,27","6.844.150,72","6.833.234,33","5.736.692,93"
fev.-22,11 - Trabalho,122 - Administração geral,"109.389.455,19","174.088.682,56","177.641.379,52","2.207.379,90"
fev.-22,05 - Defesa nacional,333 - Empregabilidade,"87.404,27","4.339,27","4.300,00","346.137,38"
fev.-22,08 - Assistência social,306 - Alimentação e nutrição,"2.439.406,40","34.545,61","6.419,17","20.257.813,35"
fev.-22,25 - Energia,121 - Planejamento e orçamento,"-460.240,61","88.866,93","88.719,62","225.131,65"
fev.-22,05 - Defesa nacional,128 - Formação de recursos humanos,"10.943.042,68","1.629.990,46","229.573,90","6.373.701,37"
fev.-22,22 - Indústria,663 - Mineração,"1.703.493,42","385.599,13","206.614,78","1.711.733,10"
fev.-22,18 - Gestão ambiental,542 - Controle ambiental,"2.280.090,73","1.019.635,55","1.575.459,62","3.827.038,82"
fev.-22,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,"82.323.292,63","31.698.692,42","44.542.497,47","18.273.967,15"
fev.-22,28 - Encargos especiais,846 - Outros encargos especiais,"4.233.188.810,49","2.997.906.368,64","3.078.371.451,96","356.283.680,35"
fev.-22,19 - Ciência e Tecnologia,301 - Atenção básica,"12.794.092,70","8.198.604,55","8.498.517,15","3.186.618,71"
fev.-22,05 - Defesa nacional,302 - Assistência hospitalar e ambulatorial,"2.021.855,54","2.169.712,62","1.834.634,89","2.296.847,22"
fev.-22,15 - Urbanismo,122 - Administração geral,"63.876.904,62","56.333.961,79","62.530.145,72","1.721.324,26"
fev.-22,08 - Assistência social,244 - Assistência comunitária,"54.686.427.737,12","7.601.310.960,00","7.601.393.060,00","576.712.277,87"
fev.-22,06 - Segurança pública,181 - Policiamento,"92.782.050,30","51.165.376,68","43.090.972,65","139.861.480,73"
fev.-22,04 - Administração,124 - Controle interno,"4.411.385,65","3.321.963,30","3.088.730,75","4.014.643,19"
fev.-22,04 - Administração,121 - Planejamento e orçamento,"16.389.958,30","11.926.258,34","11.403.990,66","5.422.252,93"
fev.-22,12 - Educação,306 - Alimentação e nutrição,"3.051.949.053,43","304.879.606,59","304.879.606,59","2.881.546,08"
fev.-22,04 - Administração,122 - Administração geral,"665.412.423,41","1.421.684.658,25","1.415.116.706,38","83.390.782,76"
fev.-22,22 - Indústria,126 - Tecnologia da informação,"127.052,19","112.092,58","68.779,33","661.786,73"
fev.-22,09 - Previdência social,272 - Previdência do regime estatutário,"2.165.098.273,20","7.556.542.903,10","7.304.197.554,14","68.612,19"
fev.-22,18 - Gestão ambiental,541 - Preservação e conservação ambiental,"4.206.397,50","1.339.996,92","874.751,01","4.280.233,81"
fev.-22,08 - Assistência social,241 - Assistência ao idoso,"192.897,92","2.753.605.058,60","2.736.918.238,79","3.084,00"
fev.-22,05 - Defesa nacional,125 - Normatização e fiscalização,"4.343.300,99","489.392,64","418.066,81","6.193.200,05"
fev.-22,18 - Gestão ambiental,544 - Recursos hídricos,"42.562.398,83","2.284.509,34","2.179.543,69","56.936.179,22"
fev.-22,18 - Gestão ambiental,122 - Administração geral,"30.146.417,73","76.769.502,42","73.354.789,08","7.945.976,31"
fev.-22,04 - Administração,301 - Atenção básica,"69.935.221,19","71.778.063,83","71.084.371,79","3.968.462,61"
fev.-22,20 - Agricultura,572 - Desenvolvimento tecnológico e engenharia,"3.984.025,60","2.362.140,82","2.109.357,54","7.965.528,18"
fev.-22,12 - Educação,302 - Assistência hospitalar e ambulatorial,"136.059.178,26","736.527.857,70","740.188.527,45","61.938.112,57"
fev.-22,05 - Defesa nacional,363 - Ensino profissional,"1.216.123,80","843.308,22","428.210,46","2.552.348,04"
fev.-22,10 - Saúde,122 - Administração geral,"162.055.700,92","559.498.851,80","569.252.515,37","617.602.390,82"
fev.-22,13 - Cultura,122 - Administração geral,"24.820.133,67","26.244.121,46","26.085.520,91","6.822.156,92"
fev.-22,12 - Educação,128 - Formação de recursos humanos,"1.530.627,06","377.621,31","257.518,48","1.172.030,83"
fev.-22,18 - Gestão ambiental,301 - Atenção básica,"410.642,06","3.916.787,32","3.921.901,76","3.972,86"
fev.-22,06 - Segurança pública,182 - Defesa civil,"84.699.959,89","35.158.601,77","34.416.496,75","44.330.591,83"
fev.-22,10 - Saúde,571 - Desenvolvimento científico,"78.751.104,11","13.832.774,78","7.764.585,93","20.272.134,04"
fev.-22,06 - Segurança pública,122 - Administração geral,"38.397.638,37","537.030.237,58","536.468.065,35","58.724.282,60"
fev.-22,15 - Urbanismo,451 - infra-estrutura urbana,0,0,0,"82.939.259,96"
fev.-22,10 - Saúde,423 - Assistência aos povos indígenas,"322.256.165,98","90.392.979,05","53.254.867,01","22.304.775,00"
fev.-22,05 - Defesa nacional,301 - Atenção básica,"541.758.297,39","250.871.439,97","221.660.661,67","277.065.625,95"
fev.-22,05 - Defesa nacional,153 - Defesa terrestre,"469.487.309,12","43.991.587,28","1.687.096,70","224.036.423,03"
fev.-22,20 - Agricultura,122 - Administração geral,"130.411.704,66","391.317.689,18","384.921.494,45","5.732.629,01"
fev.-22,09 - Previdência social,122 - Administração geral,"624.525.234,53","264.989.592,60","274.257.365,88","16.095.192,40"
fev.-22,05 - Defesa nacional,152 - Defesa naval,"243.607.393,79","53.124.381,69","54.098.736,59","139.029.738,04"
fev.-22,10 - Saúde,301 - Atenção básica,"2.486.774.963,11","2.429.883.701,09","2.432.541.358,24","349.621.173,56"
fev.-22,12 - Educação,364 - Ensino superior,"2.102.948.853,99","2.170.944.670,25","2.234.551.602,24","418.201.321,53"
fev.-22,07 - Relações exteriores,211 - Relações diplomáticas,"68.402.654,98","64.382.177,38","64.804.690,72","4.438.482,09"
fev.-22,05 - Defesa nacional,122 - Administração geral,"1.292.247.234,33","4.893.412.082,84","4.923.094.438,56","105.692.440,68"
fev.-22,27 - Desporto e lazer,812 - Desporto comunitário,0,0,0,"6.121.003,33"
fev.-22,20 - Agricultura,125 - Normatização e fiscalização,"5.478.031,97","2.713.673,46","874.543,42","579.099,76"
fev.-22,12 - Educação,122 - Administração geral,"133.844.599,74","55.796.865,04","54.059.685,17","34.942.062,29"
fev.-22,26 - Transporte,125 - Normatização e fiscalização,"16.096.854,07","2.484.702,05","2.469.470,96","3.690.021,72"
fev.-22,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"4.652.097.284,63","4.496.488.243,40","4.438.072.422,40","1.269.179.178,39"
fev.-22,10 - Saúde,304 - Vigilância sanitária ,"88.203.174,67","42.001.943,15","41.410.549,75","4.567.954,24"
fev.-22,12 - Educação,301 - Atenção básica,"91.587.381,20","231.576.952,58","226.739.505,39","1.921.810,46"
fev.-22,10 - Saúde,512 - Saneamento básico urbano,"63.699,82","20.463,03","19.615,38","19.644.758,28"
fev.-22,12 - Educação,363 - Ensino profissional,"306.481.691,37","844.797.590,13","853.295.346,07","174.765.851,40"
mar.-22,05 - Defesa nacional,303 - Suporte profilático e terapêutico,"5.960,00",0,0,365
mar.-22,15 - Urbanismo,127 - Ordenamento territorial,0,0,0,"3.923,30"
mar.-22,20 - Agricultura,846 - Outros encargos especiais,"17.000.000,00","15.919.253,92","15.919.253,92","4.398,48"
mar.-22,06 - Segurança pública,482 - Habitação urbana,"6.105.150,00","4.674.200,00","4.674.200,00",0
mar.-22,08 - Assistência social,331 - Proteção e benefícios ao trabalhador,0,0,0,"37.337,31"
mar.-22,24 - Comunicações,571 - Desenvolvimento científico,"23.527.660,00",0,0,"1.000.000,00"
mar.-22,09 - Previdência social,125 - Normatização e fiscalização,"180.000,00","212.459,15","420.282,95",0
mar.-22,23 - Comércio e serviços,846 - Outros encargos especiais,0,"819.533,84","819.533,84",0
mar.-22,04 - Administração,571 - Desenvolvimento científico,0,0,0,"1.923.719,62"
mar.-22,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","15.000,00","963.164,65","1.774.749,96","195.205,26"
mar.-22,02 - Judiciária,122 - Administração geral,"53.131,44","27.302,18","27.302,18","34.429,33"
mar.-22,03 - Essencial à justiça,062 - Defesa do interesse público no processo judiciário,"909,54",0,0,0
mar.-22,12 - Educação,123 - Administração financeira,"66.021.833,35","47.284.239,15","47.284.239,15",50
mar.-22,20 - Agricultura,665 - Normalização e qualidade,0,0,0,"25.210,00"
mar.-22,09 - Previdência social,128 - Formação de recursos humanos,0,0,0,"4.800,00"
mar.-22,15 - Urbanismo,665 - Normalização e qualidade,0,0,0,0
mar.-22,13 - Cultura,813 - Lazer,0,0,0,"380.238,79"
mar.-22,05 - Defesa nacional,243 - Assistência à criança e ao adolescente,0,0,0,"1.142,74"
mar.-22,18 - Gestão ambiental,128 - Formação de recursos humanos,"39.600,00","49.713,97","49.713,97",0
mar.-22,25 - Energia,665 - Normalização e qualidade,"-320.000,00","8.254,60","1.451,31","1.025.325,00"
mar.-22,15 - Urbanismo,121 - Planejamento e orçamento,0,0,0,"458.149,32"
mar.-22,22 - Indústria,571 - Desenvolvimento científico,0,"88.756,84","88.756,84",0
mar.-22,26 - Transporte,131 - Comunicação social,0,0,0,"84.985,75"
mar.-22,19 - Ciência e Tecnologia,121 - Planejamento e orçamento,0,0,0,"4.100,00"
mar.-22,23 - Comércio e serviços,125 - Normatização e fiscalização,0,0,0,"7.315,08"
mar.-22,08 - Assistência social,122 - Administração geral,0,"66.678,72","84.112,44","5.632.770,78"
mar.-22,25 - Energia,754 - Biocombustíveis,0,0,0,"23.882,84"
mar.-22,10 - Saúde,306 - Alimentação e nutrição,"1.065.660,70","13.779,70","13.779,70","299.025,00"
mar.-22,25 - Energia,130 - Administração de concessões,"1.600.000,00","2.140.391,58","22.265,92","1.060.920,00"
mar.-22,05 - Defesa nacional,182 - Defesa civil,0,0,0,0
mar.-22,18 - Gestão ambiental,695 - Turismo,"70.000,00","36.148,25","35.407,03","29.253,32"
mar.-22,03 - Essencial à justiça,126 - Tecnologia da informação,0,0,0,0
mar.-22,12 - Educação,131 - Comunicação social,"70.805,00","421.181,72","35.566,59","3.760.239,27"
mar.-22,11 - Trabalho,846 - Outros encargos especiais,0,"33.169.520,16","33.169.520,16",0
mar.-22,14 - Direitos da cidadania,131 - Comunicação social,0,0,0,"599.514,95"
mar.-22,20 - Agricultura,331 - Proteção e benefícios ao trabalhador,0,0,0,575
mar.-22,03 - Essencial à justiça,846 - Outros encargos especiais,0,"32.085.178,34","32.085.178,34","15.039,40"
mar.-22,11 - Trabalho,571 - Desenvolvimento científico,"36.330,08","36.105,08","35.605,08","1.545.047,32"
mar.-22,09 - Previdência social,846 - Outros encargos especiais,"12.116,94","43.632.829,01","43.632.829,01",0
mar.-22,13 - Cultura,846 - Outros encargos especiais,"400.000,00","3.378.277,67","3.347.345,85",0
mar.-22,04 - Administração,573 - Difusão do conhecimento científico e tecnológico,"83.390,78","18.362,07","2.040,23","953.136,35"
mar.-22,22 - Indústria,846 - Outros encargos especiais,"2.962.403,53","8.239.866,84","8.239.866,84",0
mar.-22,15 - Urbanismo,331 - Proteção e benefícios ao trabalhador,0,0,0,0
mar.-22,10 - Saúde,131 - Comunicação social,0,"1.938.706,88","4.921,00","4.665.236,19"
mar.-22,11 - Trabalho,333 - Empregabilidade,"16.260,00",260,0,"1.415.404,34"
mar.-22,09 - Previdência social,126 - Tecnologia da informação,"64.990,00","2.594,82","2.594,82","518.491,67"
mar.-22,07 - Relações exteriores,846 - Outros encargos especiais,"7.962.600,00","10.972.589,68","10.972.589,68",0
mar.-22,25 - Energia,751 - Conservação de energia,"658.526,76","1.307.186,45","1.664.269,20","838.293,38"
mar.-22,24 - Comunicações,"422 - Direitos individuais, coletivos e difusos",0,"655.081,52","655.081,52",0
mar.-22,05 - Defesa nacional,781 - Transporte aéreo,"2.295.603,00",0,0,"582.608,62"
mar.-22,20 - Agricultura,127 - Ordenamento territorial,0,0,0,"2.042.309,18"
mar.-22,19 - Ciência e Tecnologia,126 - Tecnologia da informação,0,0,0,"221.494,54"
mar.-22,16 - Habitação,482 - Habitação urbana,"936.991,12","739.810,83","631.810,83","2.230.489,80"
mar.-22,12 - Educação,331 - Proteção e benefícios ao trabalhador,0,0,0,"5.939,12"
mar.-22,28 - Encargos especiais,843 - Serviço da dívida interna,"345.931.656,37","78.073.841.738,32","78.073.841.738,32","188.315,06"
mar.-22,18 - Gestão ambiental,573 - Difusão do conhecimento científico e tecnológico,"202.942,92","2.660,00",0,"601.293,56"
mar.-22,11 - Trabalho,334 - Fomento ao trabalho,"1.793.572.237,38","1.793.493.216,98","1.793.493.216,98","9.002.463,24"
mar.-22,25 - Energia,663 - Mineração,"39.911,55","169.253,67","169.292,43","3.249,58"
mar.-22,13 - Cultura,128 - Formação de recursos humanos,"40.758,00","5.931,00","4.106,58","28.150,00"
mar.-22,25 - Energia,128 - Formação de recursos humanos,"178.938,49","109.424,74","158.457,44","59.120,28"
mar.-22,20 - Agricultura,631 - Reforma agrária,0,0,0,"35.892,97"
mar.-22,04 - Administração,211 - Relações diplomáticas,"171.933,00",0,0,0
mar.-22,10 - Saúde,121 - Planejamento e orçamento,"7.441.518,00","5.505.687,53","79.302,14","1.500.000,00"
mar.-22,12 - Educação,694 - Serviços financeiros,0,"245.175.215,04","243.622.383,18","434.254,95"
mar.-22,15 - Urbanismo,452 - Serviços urbanos,0,0,0,"55.833,03"
mar.-22,22 - Indústria,128 - Formação de recursos humanos,"88.052,00","3.825,00","3.825,00","49.893,95"
mar.-22,04 - Administração,364 - Ensino superior,"48.782,38","39.765,80","39.765,80",0
mar.-22,09 - Previdência social,845 - Outras transferências,"125.921.388,45","125.698.360,66","126.917.056,62","27.577,61"
mar.-22,06 - Segurança pública,"422 - Direitos individuais, coletivos e difusos","50.500,00","12.500,00",0,"169.033,75"
mar.-22,21 - Organização agrária,606 - Extensão rural,0,0,0,"291.000,00"
mar.-22,11 - Trabalho,301 - Atenção básica,"12.585.571,43","6.737.344,80","6.651.266,24",0
mar.-22,18 - Gestão ambiental,512 - Saneamento básico urbano,0,"14.259,90","35.220,14",0
mar.-22,13 - Cultura,125 - Normatização e fiscalização,"918,37","9.157,38","116,67",0
mar.-22,21 - Organização agrária,846 - Outros encargos especiais,0,"6.154.421,20","6.154.421,20",0
mar.-22,09 - Previdência social,124 - Controle interno,"292.997,43","213.707,95","203.729,52",0
mar.-22,15 - Urbanismo,131 - Comunicação social,0,0,0,"28.346,50"
mar.-22,26 - Transporte,126 - Tecnologia da informação,"9.853.445,66","2.703.259,17","2.958.783,04","6.138.411,27"
mar.-22,18 - Gestão ambiental,846 - Outros encargos especiais,"4.044.762,78","13.509.648,99","13.509.648,99",0
mar.-22,19 - Ciência e Tecnologia,846 - Outros encargos especiais,"300.000,00","15.034.438,54","6.378.746,83",0
mar.-22,26 - Transporte,846 - Outros encargos especiais,0,"15.475.302,13","15.475.302,13",0
mar.-22,03 - Essencial à justiça,122 - Administração geral,"312.432,42","222.695,92","221.539,98",0
mar.-22,26 - Transporte,661 - Promoção industrial,"8.304.135,35",0,0,0
mar.-22,04 - Administração,131 - Comunicação social,0,0,0,"6.272.589,99"
mar.-22,18 - Gestão ambiental,571 - Desenvolvimento científico,"55.582,47","37.217,77","57.495,59",0
mar.-22,19 - Ciência e Tecnologia,128 - Formação de recursos humanos,"328.750,29","346.608,68","328.176,44","48.768,64"
mar.-22,19 - Ciência e Tecnologia,542 - Controle ambiental,"106.950,06",0,0,"153.148,84"
mar.-22,23 - Comércio e serviços,691 - Promoção comercial ,0,"5.182,13","5.915,04","1.083.207,79"
mar.-22,12 - Educação,365 - Educação infantil,"29.745.209,59","6.798.442,26","6.798.442,26","739.169,10"
mar.-22,01 - Legislativa,032 - Controle externo,0,"71.353,23","71.353,23",0
mar.-22,24 - Comunicações,131 - Comunicação social,"13.942.669,88",0,0,"31.792.945,83"
mar.-22,23 - Comércio e serviços,122 - Administração geral,"9.112.565,80","13.929.146,78","12.423.229,88","1.542.773,49"
mar.-22,05 - Defesa nacional,364 - Ensino superior,"1.227.431,80","33.724,01","26.827,83","666.432,59"
mar.-22,10 - Saúde,541 - Preservação e conservação ambiental,"22.000,00","7.863,16","5.814,49","2.799,72"
mar.-22,24 - Comunicações,126 - Tecnologia da informação,"1.342.000,00",0,0,"76.418,10"
mar.-22,14 - Direitos da cidadania,243 - Assistência à criança e ao adolescente,0,0,0,"3.755.245,54"
mar.-22,25 - Energia,846 - Outros encargos especiais,0,"4.665.880,92","4.469.722,82",0
mar.-22,15 - Urbanismo,301 - Atenção básica,"25.758.831,82","5.016.659,80","5.051.553,57","2.517.493,35"
mar.-22,05 - Defesa nacional,121 - Planejamento e orçamento,"77.621,82","-14.318,74","-14.318,74","153.162,37"
mar.-22,26 - Transporte,130 - Administração de concessões,"-24.500,00","16.730,46","13.101,54",0
mar.-22,25 - Energia,543 - Recuperação de áreas degradadas,"1.015.505,86","219.742,14","205.829,22","638.709,07"
mar.-22,05 - Defesa nacional,846 - Outros encargos especiais,"6.916.687,37","20.131.121,99","20.131.121,99",0
mar.-22,28 - Encargos especiais,841 - Refinanciamento da dívida interna,"165.009.999.998,00","211.661.937.110,63","211.661.937.110,63",0
mar.-22,12 - Educação,366 - Educação de jovens e adultos,0,0,0,"2.482.287,62"
mar.-22,05 - Defesa nacional,573 - Difusão do conhecimento científico e tecnológico,"60.450,00","3.088,66","3.088,66","7.511,30"
mar.-22,25 - Energia,662 - Produção industrial,"-1.059.476,20","11.059.545,40","10.867.957,42","2.432.294,00"
mar.-22,23 - Comércio e serviços,301 - Atenção básica,"12.121,37","590.652,38","588.640,40",0
mar.-22,28 - Encargos especiais,847 - Transferências para a educação básica,"130.452.867,83","5.869.677.864,25","5.869.677.864,25","414.686,66"
mar.-22,24 - Comunicações,301 - Atenção básica,"36.749,50","1.997.376,77","1.992.536,04",0
mar.-22,08 - Assistência social,121 - Planejamento e orçamento,0,0,0,"7.800,00"
mar.-22,05 - Defesa nacional,126 - Tecnologia da informação,"568.542,44","15.577,07","15.359,76","1.749.751,46"
mar.-22,19 - Ciência e Tecnologia,212 - Cooperação internacional,"697.931,88","1.173.257,57","257,57","30.000,00"
mar.-22,05 - Defesa nacional,811 - Desporto de rendimento,"142.027,99","43.426,85","43.426,85","90.169,76"
mar.-22,11 - Trabalho,331 - Proteção e benefícios ao trabalhador,"16.004.375.137,11","16.008.173.962,50","16.008.173.962,50",0
mar.-22,06 - Segurança pública,846 - Outros encargos especiais,"300.000,00","107.483.806,15","107.483.806,15",0
mar.-22,26 - Transporte,301 - Atenção básica,"806.493,31","6.956.784,11","6.548.862,62","5.600,38"
mar.-22,19 - Ciência e Tecnologia,125 - Normatização e fiscalização,"403.879,85","323.638,65","323.638,65","41.658,98"
mar.-22,20 - Agricultura,545 - Meteorologia,"1.175.996,56","586.652,05","719.589,29","1.353.756,10"
mar.-22,22 - Indústria,664 - Propriedade industrial,"1.429.594,22","513.150,81","513.150,81","10.803,33"
mar.-22,05 - Defesa nacional,571 - Desenvolvimento científico,"454.109,09","88.986,31","69.428,22","635.148,79"
mar.-22,21 - Organização agrária,301 - Atenção básica,"74.338,79","2.924.629,85","2.929.630,45",0
mar.-22,05 - Defesa nacional,366 - Educação de jovens e adultos,"80.350,00",0,0,"260.829,85"
mar.-22,03 - Essencial à justiça,301 - Atenção básica,0,"8.139.838,76","10.379.618,11","24.890,92"
mar.-22,20 - Agricultura,606 - Extensão rural,"8.381,83","4.436,14","559,07","2.283.027,65"
mar.-22,21 - Organização agrária,"422 - Direitos individuais, coletivos e difusos","46.616,80","12.001,47","7.372,04",0
mar.-22,14 - Direitos da cidadania,301 - Atenção básica,"21.235,13","1.422.366,17","1.459.429,53","784,81"
mar.-22,04 - Administração,127 - Ordenamento territorial,"2.633.427,37","3.247.361,11","3.364.063,84","1.683.826,47"
mar.-22,24 - Comunicações,846 - Outros encargos especiais,0,"4.276.883,50","4.276.883,50",0
mar.-22,07 - Relações exteriores,212 - Cooperação internacional,"329.191,63","437.917,88","437.917,88","-336.985,08"
