Mês Ano,Área de atuação (Função),Subfunção,Valor Empenhado,Valor Liquidado,Valor Pago,Valor Restos a Pagar Pagos
mar.-22,06 - Segurança pública,182 - Defesa civil,"160.205.110,87","73.240.502,07","42.318.328,59","47.405.183,97"
mar.-22,27 - Desporto e lazer,812 - Desporto comunitário,"14.484.000,00",0,0,"41.442.752,53"
mar.-22,10 - Saúde,571 - Desenvolvimento científico,"27.127.070,33","25.981.666,03","15.927.316,42","20.867.687,99"
mar.-22,05 - Defesa nacional,301 - Atenção básica,"628.383.083,83","428.659.910,26","364.070.505,77","247.651.978,99"
mar.-22,15 - Urbanismo,244 - Assistência comunitária,"33.260.088,91","141.264,55","31.291,96","412.044.819,43"
mar.-22,06 - Segurança pública,122 - Administração geral,"153.113.435,29","559.262.247,03","556.423.703,85","63.440.937,54"
mar.-22,15 - Urbanismo,451 - infra-estrutura urbana,"3.006.000,00",0,0,"384.384.264,10"
mar.-22,05 - Defesa nacional,122 - Administração geral,"1.280.364.657,54","5.132.058.956,22","4.909.458.744,90","75.898.390,75"
mar.-22,07 - Relações exteriores,211 - Relações diplomáticas,"65.735.292,48","69.517.685,81","69.245.808,46","1.821.378,71"
mar.-22,23 - Comércio e serviços,695 - Turismo,"1.123.435,45","54.625,03","46.940,97","49.635.375,00"
mar.-22,20 - Agricultura,125 - Normatização e fiscalização,"7.083.208,57","5.097.322,03","6.064.187,25","13.579.967,22"
mar.-22,12 - Educação,364 - Ensino superior,"1.295.207.159,73","2.345.916.063,74","2.360.165.290,55","399.268.083,06"
mar.-22,12 - Educação,122 - Administração geral,"45.941.459,36","71.751.550,48","72.224.891,55","21.161.631,96"
mar.-22,26 - Transporte,125 - Normatização e fiscalização,"15.483.046,18","7.925.584,25","5.579.732,04","935.749,51"
mar.-22,12 - Educação,363 - Ensino profissional,"539.650.692,11","893.250.717,16","882.961.927,52","192.063.391,91"
mar.-22,10 - Saúde,304 - Vigilância sanitária ,"3.067.641,93","22.213.489,56","22.239.458,74","205.715,77"
mar.-22,12 - Educação,301 - Atenção básica,"72.376.387,24","234.284.814,38","231.884.943,04","827.294,83"
abr.-22,05 - Defesa nacional,303 - Suporte profilático e terapêutico,"505.287,74",0,0,"73.000,00"
abr.-22,15 - Urbanismo,452 - Serviços urbanos,0,0,0,0
abr.-22,20 - Agricultura,846 - Outros encargos especiais,"17.000.000,00","15.889.293,30","15.889.293,30",0
abr.-22,08 - Assistência social,331 - Proteção e benefícios ao trabalhador,0,0,0,"32,3"
abr.-22,09 - Previdência social,125 - Normatização e fiscalização,"1.278.000,00","2.962,37","5.253,59",0
abr.-22,01 - Legislativa,032 - Controle externo,0,"55.648,91","51.482,90",0
abr.-22,23 - Comércio e serviços,846 - Outros encargos especiais,0,"870.979,94","870.979,94",0
abr.-22,15 - Urbanismo,127 - Ordenamento territorial,0,0,0,"286.500,00"
abr.-22,04 - Administração,571 - Desenvolvimento científico,"3.500.000,00","618.564,57","12.070,80","11.203,20"
abr.-22,21 - Organização agrária,606 - Extensão rural,0,0,0,"159.536,00"
abr.-22,08 - Assistência social,511 - Saneamento básico rural,0,0,0,"29.742.000,00"
abr.-22,06 - Segurança pública,482 - Habitação urbana,"4.020.800,00","3.893.600,00","3.893.600,00","-974.700,00"
abr.-22,14 - Direitos da cidadania,241 - Assistência ao idoso,"939.900,00",0,0,0
abr.-22,03 - Essencial à justiça,062 - Defesa do interesse público no processo judiciário,0,"909,54","909,54",0
abr.-22,13 - Cultura,813 - Lazer,0,0,0,0
abr.-22,12 - Educação,123 - Administração financeira,"528.340.983,46","49.155.013,31","49.155.013,31",0
abr.-22,20 - Agricultura,665 - Normalização e qualidade,0,0,0,"7.590,00"
abr.-22,09 - Previdência social,128 - Formação de recursos humanos,0,0,0,"24.000,00"
abr.-22,05 - Defesa nacional,243 - Assistência à criança e ao adolescente,0,0,0,"3.631,40"
abr.-22,18 - Gestão ambiental,128 - Formação de recursos humanos,"116.333,28","53.072,33","53.072,33","122,5"
abr.-22,12 - Educação,571 - Desenvolvimento científico,0,0,0,"244.681,99"
abr.-22,25 - Energia,665 - Normalização e qualidade,"1.570.000,00","653.999,54","661.338,12",0
abr.-22,22 - Indústria,333 - Empregabilidade,0,0,0,"251.750,00"
abr.-22,22 - Indústria,571 - Desenvolvimento científico,"106.104,16","52.489,11","52.489,11",0
abr.-22,26 - Transporte,131 - Comunicação social,0,0,0,0
abr.-22,19 - Ciência e Tecnologia,331 - Proteção e benefícios ao trabalhador,0,0,0,0
abr.-22,19 - Ciência e Tecnologia,121 - Planejamento e orçamento,0,0,0,"4.100,00"
abr.-22,13 - Cultura,691 - Promoção comercial ,"300.000.000,00",0,0,"100.000.000,00"
abr.-22,18 - Gestão ambiental,695 - Turismo,"50.000,00","55.770,24","55.940,76",0
abr.-22,15 - Urbanismo,131 - Comunicação social,0,0,0,"2.055,70"
abr.-22,20 - Agricultura,127 - Ordenamento territorial,0,0,0,"467.262,00"
abr.-22,03 - Essencial à justiça,126 - Tecnologia da informação,0,0,0,"327.657,42"
abr.-22,25 - Energia,754 - Biocombustíveis,"276.449,30",0,0,"248.914,79"
abr.-22,11 - Trabalho,846 - Outros encargos especiais,"65.426.000,00","33.053.077,63","33.053.077,63",0
abr.-22,25 - Energia,663 - Mineração,"139.539,20","216.407,55","217.205,83","181.553,87"
abr.-22,11 - Trabalho,333 - Empregabilidade,"24.000,00",0,260,"674.505,25"
abr.-22,14 - Direitos da cidadania,131 - Comunicação social,"971.490,13",0,0,"757.297,00"
abr.-22,03 - Essencial à justiça,846 - Outros encargos especiais,0,"32.014.035,60","32.014.035,60",0
abr.-22,12 - Educação,131 - Comunicação social,"1.472.536,00",0,"385.615,13","932.191,98"
abr.-22,11 - Trabalho,334 - Fomento ao trabalho,"2.240.531.284,28","2.240.442.304,88","2.240.442.304,88","26.772,91"
abr.-22,18 - Gestão ambiental,512 - Saneamento básico urbano,0,"40.934,12","40.934,12",0
abr.-22,09 - Previdência social,846 - Outros encargos especiais,"20.967,10","43.466.133,90","43.466.133,90",0
abr.-22,13 - Cultura,846 - Outros encargos especiais,"523.205,00","4.408.172,99","4.439.104,81",0
abr.-22,04 - Administração,573 - Difusão do conhecimento científico e tecnológico,"526.664,46","39.368,97","43.279,37","65.006,44"
abr.-22,22 - Indústria,846 - Outros encargos especiais,"2.948.562,83","8.263.875,95","8.262.970,10",0
abr.-22,10 - Saúde,131 - Comunicação social,"32.986.843,97","2.853.588,96","4.442.602,97","7.916.238,89"
abr.-22,20 - Agricultura,571 - Desenvolvimento científico,0,0,0,"4.007.057,00"
abr.-22,07 - Relações exteriores,846 - Outros encargos especiais,"17.497.140,00","12.951.755,52","12.951.755,52",0
abr.-22,25 - Energia,751 - Conservação de energia,"4.943.066,09","2.118.719,03","1.293.294,52","608.724,35"
abr.-22,24 - Comunicações,"422 - Direitos individuais, coletivos e difusos","8.250.552,92","587.478,47","587.478,47","79.421,14"
abr.-22,05 - Defesa nacional,781 - Transporte aéreo,"277.951,20","1.069.200,00",0,"66.836,05"
abr.-22,12 - Educação,331 - Proteção e benefícios ao trabalhador,0,0,0,"1.498,55"
abr.-22,19 - Ciência e Tecnologia,541 - Preservação e conservação ambiental,"17.000,00",0,0,"417.761,74"
abr.-22,26 - Transporte,127 - Ordenamento territorial,0,0,0,0
abr.-22,28 - Encargos especiais,843 - Serviço da dívida interna,"208.600.839,41","839.613.723,59","839.613.723,59",0
abr.-22,05 - Defesa nacional,302 - Assistência hospitalar e ambulatorial,"2.260.276,06","2.241.656,55","2.222.083,85","2.093.909,55"
abr.-22,18 - Gestão ambiental,573 - Difusão do conhecimento científico e tecnológico,"19.435,31","23.796,32","25.586,92","723.632,68"
abr.-22,11 - Trabalho,571 - Desenvolvimento científico,"51.448,68","13.161,69","13.661,69","3.057.678,00"
abr.-22,20 - Agricultura,631 - Reforma agrária,0,0,0,"2.170,45"
abr.-22,25 - Energia,128 - Formação de recursos humanos,"373.141,80","118.572,44","114.052,85","1.738,80"
abr.-22,04 - Administração,211 - Relações diplomáticas,0,"130.541,16","130.541,16",0
abr.-22,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","9.000,00","811.585,31",0,0
abr.-22,25 - Energia,130 - Administração de concessões,"3.801.706,59","504.609,79","2.622.735,45",0
abr.-22,12 - Educação,694 - Serviços financeiros,0,"160.552.661,47","139.929.386,51","716.909,01"
abr.-22,09 - Previdência social,126 - Tecnologia da informação,"14.704.252,54","4.066.034,16","4.066.034,16","1.284.390,24"
abr.-22,04 - Administração,364 - Ensino superior,"584.361,89","528.604,05","522.885,79","327,53"
abr.-22,05 - Defesa nacional,784 - Transporte hidroviário,0,0,0,0
abr.-22,12 - Educação,366 - Educação de jovens e adultos,0,0,0,"11.236,77"
abr.-22,09 - Previdência social,845 - Outras transferências,"126.684.657,52","126.590.404,23","125.865.850,28",0
abr.-22,06 - Segurança pública,"422 - Direitos individuais, coletivos e difusos","685.878,37","91.810,00","57.000,00","1.685.410,65"
abr.-22,11 - Trabalho,301 - Atenção básica,"12.696.138,95","10.483.633,24","9.648.165,26",0
abr.-22,13 - Cultura,125 - Normatização e fiscalização,0,"801,7","9.842,41",0
abr.-22,16 - Habitação,482 - Habitação urbana,0,0,0,"172.749,55"
abr.-22,22 - Indústria,128 - Formação de recursos humanos,"145.994,66","41.783,66","5.559,30","5.052,43"
abr.-22,21 - Organização agrária,846 - Outros encargos especiais,0,"6.117.929,14","6.117.929,14",0
abr.-22,21 - Organização agrária,301 - Atenção básica,"30.243,03","2.919.975,45","2.929.386,44",0
abr.-22,18 - Gestão ambiental,846 - Outros encargos especiais,"6.339.439,66","13.465.261,09","13.465.261,09",0
abr.-22,09 - Previdência social,124 - Controle interno,"274.880,89","254.233,07","263.319,74",0
abr.-22,19 - Ciência e Tecnologia,846 - Outros encargos especiais,"200.000,00","14.979.931,28","23.635.411,31",0
abr.-22,26 - Transporte,846 - Outros encargos especiais,0,"15.463.234,91","15.457.834,17",0
abr.-22,03 - Essencial à justiça,122 - Administração geral,"1.069.742,60","153.095,67","152.367,32",0
abr.-22,26 - Transporte,661 - Promoção industrial,"20.089.344,60","28.393.479,95","28.393.479,95",0
abr.-22,04 - Administração,131 - Comunicação social,0,0,0,"7.223.774,61"
abr.-22,10 - Saúde,306 - Alimentação e nutrição,"24.801.000,00","24.572.881,00","23.521.000,00","3.810.594,00"
abr.-22,19 - Ciência e Tecnologia,128 - Formação de recursos humanos,"1.014.400,00","304.451,27","304.774,08","6.600,00"
abr.-22,13 - Cultura,128 - Formação de recursos humanos,"17.760,00","7.776,94","8.780,66","12.364,00"
abr.-22,19 - Ciência e Tecnologia,542 - Controle ambiental,"1.092.176,56","79.977,66","79.977,66","149.000,00"
abr.-22,10 - Saúde,124 - Controle interno,"2.000.000,00","1.386,80","1.386,80",0
abr.-22,23 - Comércio e serviços,691 - Promoção comercial ,0,"5.277,61","5.182,13","599.402,87"
abr.-22,05 - Defesa nacional,571 - Desenvolvimento científico,"98.801,44","99.993,50","81.953,25","76.627,01"
abr.-22,11 - Trabalho,331 - Proteção e benefícios ao trabalhador,"3.091.153.166,98","3.091.153.166,98","3.091.153.166,98",0
abr.-22,24 - Comunicações,131 - Comunicação social,"49.000.000,00","396.140,87","40.562,74","37.415.885,54"
abr.-22,02 - Judiciária,122 - Administração geral,"30.517,84","75.259,90","11.547,60","2.328,40"
abr.-22,10 - Saúde,572 - Desenvolvimento tecnológico e engenharia,"11.064.126,31","1.776.661,77","787.525,00","7.610.186,24"
abr.-22,23 - Comércio e serviços,122 - Administração geral,"33.745.671,15","18.707.560,36","20.088.469,75","1.223.760,27"
abr.-22,13 - Cultura,571 - Desenvolvimento científico,"13.160.000,00",0,0,0
abr.-22,10 - Saúde,541 - Preservação e conservação ambiental,"152.000,00","11.295,67","13.344,34",0
abr.-22,25 - Energia,543 - Recuperação de áreas degradadas,"6.662,91","582.902,38","596.895,42","714.024,22"
abr.-22,26 - Transporte,126 - Tecnologia da informação,"87.764.774,48","9.862.104,13","5.443.786,43","6.398.798,86"
abr.-22,10 - Saúde,121 - Planejamento e orçamento,0,"10.013,93","5.512.676,64","8.428.286,00"
abr.-22,25 - Energia,846 - Outros encargos especiais,0,"4.482.867,08","4.481.972,26",0
abr.-22,15 - Urbanismo,301 - Atenção básica,"3.849.067,25","6.617.835,52","6.166.111,06","1.121.341,18"
abr.-22,05 - Defesa nacional,121 - Planejamento e orçamento,"8.018,89","26.130,57","23.790,93","122.974,50"
abr.-22,26 - Transporte,130 - Administração de concessões,"105.500,00","65.173,28","68.802,20",0
abr.-22,14 - Direitos da cidadania,243 - Assistência à criança e ao adolescente,0,0,0,"1.466.586,36"
abr.-22,08 - Assistência social,122 - Administração geral,"678.253,94","263.699,62","264.280,33","402.591,43"
abr.-22,05 - Defesa nacional,846 - Outros encargos especiais,"6.919.842,02","20.027.140,52","20.027.140,52",0
abr.-22,28 - Encargos especiais,847 - Transferências para a educação básica,0,"6.560.066.298,15","6.560.066.298,15",0
abr.-22,28 - Encargos especiais,841 - Refinanciamento da dívida interna,"1.310.000.000,00","169.060.838.706,44","169.060.838.706,44",0
abr.-22,05 - Defesa nacional,573 - Difusão do conhecimento científico e tecnológico,"17.867,90","44.266,31","44.266,31","13.214,50"
abr.-22,25 - Energia,662 - Produção industrial,"407.491.934,37","14.043.744,61","14.263.784,27","1.239.620,49"
abr.-22,23 - Comércio e serviços,301 - Atenção básica,"35.744,88","620.730,24","625.990,00",0
abr.-22,19 - Ciência e Tecnologia,212 - Cooperação internacional,"-627.715,67","-698.715,76","574.284,24","10.000,00"
abr.-22,24 - Comunicações,301 - Atenção básica,"-7.611.523,68","1.935.670,46","1.931.438,37",0
abr.-22,08 - Assistência social,121 - Planejamento e orçamento,0,0,0,"1.200,00"
abr.-22,04 - Administração,123 - Administração financeira,"86.109,79","455.411,78","432.284,34","234.265,22"
abr.-22,06 - Segurança pública,846 - Outros encargos especiais,0,"107.408.010,63","107.408.010,63",0
abr.-22,05 - Defesa nacional,811 - Desporto de rendimento,"1.324.832,27","174.969,35","151.169,35","266.877,12"
abr.-22,16 - Habitação,451 - infra-estrutura urbana,"2.600.000,00",0,0,"575.621,60"
abr.-22,26 - Transporte,301 - Atenção básica,"360.746,19","6.910.678,31","6.954.663,20","1.691,44"
abr.-22,20 - Agricultura,545 - Meteorologia,"14.977.876,38","628.422,81","698.753,29","2.005.918,42"
abr.-22,19 - Ciência e Tecnologia,125 - Normatização e fiscalização,"1.960.390,10","405.167,26","405.167,26","49.089,90"
abr.-22,22 - Indústria,664 - Propriedade industrial,"36.751,82","1.288.228,73","1.257.800,03","6.029,92"
abr.-22,26 - Transporte,781 - Transporte aéreo,"6.311.597,17","329.706,27","153.962,84","3.533.643,12"
abr.-22,17 - Saneamento,512 - Saneamento básico urbano,"46.969.216,31","6.272.360,21","6.247.980,90","967.524,16"
abr.-22,26 - Transporte,121 - Planejamento e orçamento,"29.850.145,16","2.909.891,90","2.854.788,76","16.433.163,23"
abr.-22,05 - Defesa nacional,366 - Educação de jovens e adultos,0,"2.357,72","2.357,72","345.657,67"
abr.-22,03 - Essencial à justiça,301 - Atenção básica,0,"7.929.967,46","7.686.331,96",0
abr.-22,21 - Organização agrária,"422 - Direitos individuais, coletivos e difusos","60.671,66","25.476,75","24.585,00",0
abr.-22,14 - Direitos da cidadania,301 - Atenção básica,"27.541,27","1.384.075,35","1.416.941,22","2.402,76"
abr.-22,24 - Comunicações,846 - Outros encargos especiais,"-37.487.455,04","4.292.990,38","4.292.990,38",0
abr.-22,07 - Relações exteriores,212 - Cooperação internacional,"3.252.146,97","2.660.873,22","2.660.873,22","1.234.048,70"
abr.-22,21 - Organização agrária,127 - Ordenamento territorial,"268.988,10","307.305,26","283.561,87","5.759.665,66"
abr.-22,24 - Comunicações,126 - Tecnologia da informação,"5.726.000,00",0,0,"1.492.393,00"
abr.-22,18 - Gestão ambiental,571 - Desenvolvimento científico,"239.955,10","60.192,79","60.192,79","11.946,02"
abr.-22,09 - Previdência social,301 - Atenção básica,"6.642.810,71","20.410.165,67","21.203.778,21","6.912,47"
abr.-22,10 - Saúde,846 - Outros encargos especiais,0,"82.082.663,16","82.083.859,24",0
abr.-22,19 - Ciência e Tecnologia,131 - Comunicação social,0,0,0,"248.466,93"
abr.-22,07 - Relações exteriores,573 - Difusão do conhecimento científico e tecnológico,"946.000,00","865.232,63","866.315,38",0
abr.-22,08 - Assistência social,242 - Assistência ao portador de deficiência,"632.503,73","3.431.510.639,60","3.415.097.736,11",0
abr.-22,15 - Urbanismo,482 - Habitação urbana,0,0,0,"12.824,86"
abr.-22,26 - Transporte,784 - Transporte hidroviário,"17.524.602,11","688.073,40","674.018,15","19.862.326,90"
abr.-22,09 - Previdência social,092 - Representação judicial e extrajudicial,"5.885.779,09","3.939.973,00","4.088.387,60","1.141,40"
abr.-22,08 - Assistência social,243 - Assistência à criança e ao adolescente,"351.712.362,45","37.002.285,60","37.002.285,60","2.196,42"
abr.-22,22 - Indústria,661 - Promoção industrial,"178.400,00","216.457,88","165.415,64","33.094,13"
abr.-22,26 - Transporte,783 - Transporte ferroviário,"2.606.546,93","281.196,24","213.330,95","4.048.425,58"
abr.-22,05 - Defesa nacional,364 - Ensino superior,"1.637.119,68","16.140,66","22.061,57","2.086.412,50"
abr.-22,13 - Cultura,301 - Atenção básica,"258.346,46","1.723.316,32","1.722.111,59","8.722,35"
abr.-22,04 - Administração,126 - Tecnologia da informação,"741.334.465,06","46.691.691,43","46.693.877,16","78.147.980,75"
abr.-22,20 - Agricultura,301 - Atenção básica,"14.067.984,11","29.412.166,54","27.925.093,27","10.344,24"
abr.-22,02 - Judiciária,032 - Controle externo,0,"139.459,89","136.259,89","2.573,00"
abr.-22,04 - Administração,183 - Informação e inteligência,"15.780.582,48","5.730.230,20","5.579.082,36","5.924.226,06"
abr.-22,04 - Administração,"391 - Patrimônio histórico, artístico e arqueológico","293.610,29","1.914.971,31","1.820.678,93","2.137.029,54"
abr.-22,10 - Saúde,303 - Suporte profilático e terapêutico,"1.397.704.004,01","980.327.680,47","903.554.604,42","317.918.871,16"
abr.-22,05 - Defesa nacional,131 - Comunicação social,"18.053,87","45.000,00","45.000,00","457.874,19"
abr.-22,09 - Previdência social,665 - Normalização e qualidade,"5.094.183,97","23.108.078,23","22.117.655,88",0
abr.-22,11 - Trabalho,126 - Tecnologia da informação,"35.940.596,75",0,0,"152.513,31"
abr.-22,06 - Segurança pública,301 - Atenção básica,"295.634,33","28.653.324,99","28.532.693,48","126.856,85"
abr.-22,05 - Defesa nacional,126 - Tecnologia da informação,"49.909.616,12","174.835,91","164.846,50","2.829.722,51"
abr.-22,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"6.911.572,41","5.048.438,83","1.917.341,37","659.272,34"
abr.-22,04 - Administração,092 - Representação judicial e extrajudicial,"94.128.619,04","36.089.274,20","36.002.619,79","2.516,41"
abr.-22,20 - Agricultura,606 - Extensão rural,"2.691,38","2.863,76","3.877,07","6.930.934,76"
abr.-22,28 - Encargos especiais,845 - Outras transferências,"1.651.009.339,77","26.996.077.748,06","27.011.375.089,47","98.941.505,52"
abr.-22,05 - Defesa nacional,244 - Assistência comunitária,"95.573.821,10","101.099,22","76.044,83","37.539.506,08"
abr.-22,22 - Indústria,665 - Normalização e qualidade,"1.038.129,62","937.303,84","831.461,60","184.886,76"
abr.-22,04 - Administração,127 - Ordenamento territorial,"8.695.463,53","3.766.005,43","3.565.107,78","1.061.461,28"
abr.-22,20 - Agricultura,691 - Promoção comercial ,"1.071.825,95","1.084.201,52","1.022.442,54","7.067,56"
abr.-22,07 - Relações exteriores,691 - Promoção comercial ,"1.138.246,97","925.745,41","881.324,13","95.415,54"
abr.-22,20 - Agricultura,607 - Irrigação,"51.600.260,26","10.111.878,49","1.991.814,91","3.441.574,37"
abr.-22,18 - Gestão ambiental,543 - Recuperação de áreas degradadas,"54.079,16","18.292,03","26.145,74","114.003,66"
abr.-22,25 - Energia,121 - Planejamento e orçamento,"1.484.188,48","251.029,08","275.542,77","244.698,12"
abr.-22,12 - Educação,846 - Outros encargos especiais,"376.134.225,07","632.997.009,06","632.982.821,23",0
abr.-22,19 - Ciência e Tecnologia,573 - Difusão do conhecimento científico e tecnológico,"3.431.127,37","423.808,45","423.558,45","898.465,45"
abr.-22,04 - Administração,846 - Outros encargos especiais,"105.745.676,98","171.813.496,09","177.008.490,70","11.853,30"
abr.-22,22 - Indústria,301 - Atenção básica,"4.795.350,28","5.883.339,48","5.681.131,52","103.095,61"
abr.-22,05 - Defesa nacional,572 - Desenvolvimento tecnológico e engenharia,"37.344.391,19","3.948.238,73","3.251.894,99","8.037.926,56"
abr.-22,10 - Saúde,126 - Tecnologia da informação,"65.927.356,18","11.852.775,95","12.046.101,77","13.778.909,03"
abr.-22,25 - Energia,752 - Energia elétrica,"29.632.913,18","1.743.992,42","2.851.046,37","93.685,61"
abr.-22,14 - Direitos da cidadania,846 - Outros encargos especiais,"18.000,00","5.903.934,12","5.903.934,12",0
abr.-22,27 - Desporto e lazer,811 - Desporto de rendimento,"50.268.257,01","3.569.365,52","5.066.404,38","15.217.955,59"
abr.-22,25 - Energia,125 - Normatização e fiscalização,"35.712.847,86","4.349.925,10","4.850.181,09","4.779.985,57"
abr.-22,28 - Encargos especiais,844 - Serviço da dívida externa,"1.073.238.580,77","1.073.238.580,77","1.073.238.580,77",0
abr.-22,07 - Relações exteriores,128 - Formação de recursos humanos,"993.891,58","1.061.086,89","1.059.688,95",0
abr.-22,04 - Administração,129 - Administração de receitas,"80.000.000,00",0,0,"644.133,42"
abr.-22,18 - Gestão ambiental,544 - Recursos hídricos,"177.791.687,45","15.854.743,58","23.172.042,72","26.441.000,17"
abr.-22,10 - Saúde,305 - Vigilância epidemiológica ,"587.943.825,47","1.201.626.883,30","1.310.002.003,31","289.641.089,06"
abr.-22,12 - Educação,847 - Transferências para a educação básica,"245.583.458,70","2.564.887.999,51","2.564.887.999,51","645.966.448,45"
abr.-22,10 - Saúde,511 - Saneamento básico rural,"14.557.422,52","2.196.085,97","2.740.806,07","9.870.151,03"
abr.-22,04 - Administração,128 - Formação de recursos humanos,"170.978,13","201.316,27","171.467,59","589.151,64"
abr.-22,05 - Defesa nacional,542 - Controle ambiental,"6.500.723,26","851.106,84","806.573,42","2.450.265,08"
abr.-22,19 - Ciência e Tecnologia,662 - Produção industrial,"42.388.453,29","5.946.836,15","5.560.662,02","12.103.487,74"
abr.-22,08 - Assistência social,125 - Normatização e fiscalização,"158.618,39","168.863,56","167.137,18","32,92"
abr.-22,15 - Urbanismo,128 - Formação de recursos humanos,"102.658,80","3.660,00","2.000,00","56.496,75"
abr.-22,05 - Defesa nacional,482 - Habitação urbana,"4.670.165,05","5.159.964,36","5.186.527,59","12.463.982,02"
abr.-22,11 - Trabalho,125 - Normatização e fiscalização,"1.649.656,95","1.140.595,27","1.066.601,32","283.678,26"
abr.-22,04 - Administração,662 - Produção industrial,"6.070.598,48","4.350.849,38","4.373.830,90","147.302,72"
abr.-22,25 - Energia,301 - Atenção básica,"36.064,34","2.181.594,48","2.208.239,86",0
abr.-22,12 - Educação,367 - Educação especial,"8.800.970,43","1.895.050,94","1.871.468,88","538.052,76"
abr.-22,24 - Comunicações,722 - Telecomunicações,"85.948.126,24","20.638.259,94","26.882.735,27","3.489.915,69"
abr.-22,12 - Educação,573 - Difusão do conhecimento científico e tecnológico,"352.252.085,69","11.046.779,50","11.042.494,17","1.161.132,32"
abr.-22,24 - Comunicações,122 - Administração geral,"-140.044.393,11","74.471.656,77","77.512.019,18","4.999.418,02"
abr.-22,03 - Essencial à justiça,092 - Representação judicial e extrajudicial,"274.628.744,79","26.161.428,47","25.090.550,65","1.735.944,11"
abr.-22,14 - Direitos da cidadania,423 - Assistência aos povos indígenas,"3.689.781,43","811.581,91","778.740,69","5.910.741,74"
abr.-22,20 - Agricultura,541 - Preservação e conservação ambiental,"237.552,71","29.200,28","4.615,84","2.987,39"
abr.-22,05 - Defesa nacional,212 - Cooperação internacional,"997.254,53","725.151,14","682.293,13","570.067,18"
abr.-22,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","681.728,71","1.983.384,87","1.850.115,29","9.371,50"
abr.-22,19 - Ciência e Tecnologia,571 - Desenvolvimento científico,"905.203.271,06","503.451.875,56","426.424.664,54","34.725.515,86"
abr.-22,02 - Judiciária,061 - Ação judiciária,"1.325.711,09","700.828,66","215.759,04","707.558,40"
abr.-22,14 - Direitos da cidadania,122 - Administração geral,"90.590.414,99","31.656.255,36","33.152.326,85","2.802.718,07"
abr.-22,22 - Indústria,122 - Administração geral,"85.224.327,99","88.783.217,11","87.719.533,33","2.400.345,35"
abr.-22,25 - Energia,122 - Administração geral,"75.397.620,54","63.547.740,82","63.040.693,35","2.051.600,23"
abr.-22,04 - Administração,124 - Controle interno,"56.196.891,32","7.792.522,77","8.170.471,15","480.850,95"
abr.-22,18 - Gestão ambiental,125 - Normatização e fiscalização,"46.770.103,36","18.212.809,60","16.462.732,60","6.283.584,14"
abr.-22,20 - Agricultura,608 - Promoção da produção agropecuária,"783.790.438,13","245.210.215,32","244.695.234,84","170.445.327,58"
abr.-22,22 - Indústria,127 - Ordenamento territorial,"1.227.815,62","552.062,23","549.729,36","108.423,33"
abr.-22,24 - Comunicações,125 - Normatização e fiscalização,"6.008.991,50","1.215.824,97","1.227.935,64","2.053.047,22"
abr.-22,05 - Defesa nacional,722 - Telecomunicações,"391.667,00","10.884,33","10.884,33","1.657.965,93"
abr.-22,12 - Educação,306 - Alimentação e nutrição,"219.733.337,02","360.579.525,94","360.337.631,75","2.123.138,86"
abr.-22,10 - Saúde,125 - Normatização e fiscalização,"1.062.437,82","961.857,17","961.167,29","3.338,64"
abr.-22,14 - Direitos da cidadania,"422 - Direitos individuais, coletivos e difusos","85.981.264,35","6.117.081,11","6.675.812,45","33.487.621,88"
abr.-22,25 - Energia,572 - Desenvolvimento tecnológico e engenharia,"16.886.997,71","5.417.812,62","5.452.350,53","826.069,27"
abr.-22,21 - Organização agrária,122 - Administração geral,"89.503.748,85","41.811.074,73","42.993.547,55","5.981.985,03"
abr.-22,09 - Previdência social,271 - Previdência básica,"76.698.785.702,96","86.975.060.737,86","65.263.630.052,98","-187.070,99"
abr.-22,21 - Organização agrária,631 - Reforma agrária,"490.483,17","106.617,99","139.073,43","53.031.381,65"
abr.-22,07 - Relações exteriores,301 - Atenção básica,"64.844.294,79","55.423.883,49","55.429.803,22",0
abr.-22,18 - Gestão ambiental,301 - Atenção básica,"3.433.927,61","3.889.268,45","3.890.151,41",0
abr.-22,14 - Direitos da cidadania,125 - Normatização e fiscalização,"5.089.586,79","1.510.960,29","891.816,87","1.922.462,32"
abr.-22,07 - Relações exteriores,331 - Proteção e benefícios ao trabalhador,"1.655.851,35","1.909.881,48","1.909.881,48",0
abr.-22,23 - Comércio e serviços,693 - Comércio exterior,"163.000,00","21.753.976,94","21.634.301,13","7.577,60"
abr.-22,22 - Indústria,125 - Normatização e fiscalização,"25.902.763,38","24.954.400,80","24.952.488,32","658.539,43"
abr.-22,20 - Agricultura,573 - Difusão do conhecimento científico e tecnológico,"12.009.096,21","2.723.580,38","2.465.285,00","1.002.733,30"
abr.-22,13 - Cultura,"391 - Patrimônio histórico, artístico e arqueológico","7.279.743,52","4.247.101,99","23.367,77","2.151.866,07"
abr.-22,05 - Defesa nacional,183 - Informação e inteligência,"510.029,66","808.195,03","1.401.690,87","629.231,85"
abr.-22,20 - Agricultura,605 - Abastecimento,"658.413.807,73","388.478.369,74","358.105.342,89","8.006.450,08"
abr.-22,20 - Agricultura,609 - Defesa agropecuária,"617.488,45","371.009,62","363.032,32","10.749.611,38"
